street,state,city,post_code,safety_flag,post_code_extension,country
10001 W Colina Ct,AZ,Phoenix,85037,False,5032,US
12120 Bay Run Dr,KY,Louisville,40245,False,6402,US
102 garfield ave nw,MN,twin valley,56584,False,Not Available,US
866 Chinquapin Ave,CA,Carlsbad,92008,False,4143,US
1209 Summit Ave,KY,Louisville,40204,False,Not Available,US
1501 N Stanton St Apt 4,TX,El Paso,79902,False,4148,US
14650 Bayside Ave,NY,Flushing,11354,False,Not Available,US
1311 Plaza Dr,NJ,Woodbridge,7095,False,Not Available,US
512 Winterhawk Pl,VA,Glen Allen,23059,False,Not Available,US
49 Meeting House Hill Road,CT,Franklin,6254,False,Not Available,US
612 3rd St,FL,Chipley,32428,False,1440,US
201 Marshland Rd,SC,Hilton Head Island,29926,False,2342,US
101 endless vists,CA,Aliso Viejo,92656,False,Not Available,US
14816 Vienna Cir,CO,Parker,80134,False,Not Available,US
5211 Demarcus Blvd,CA,Dublin,94568,False,4653,US
112 greene st,NY,new york,10012,True,Not Available,US
716 S Madison St,IL,Staunton,62088,False,2123,US
9515 Aspen Canyon Ct.,NV,Las Vegas,89148,False,Not Available,US
8601 Westown Pkwy Unit 1211,IA,West Des Moines,50266,False,1655,US
3749 Towndale Dr,MN,Bloomington,55431,False,Not Available,US
6065 Peart Rd,IL,Morris,60450,False,9511,US
1707 Chaparral Ct,TX,Grapevine,76051,False,Not Available,US
1130 W Auburn Dr,AZ,Tempe,85283,False,Not Available,US
11831 Southwest 272nd Terrace,FL,Homestead,33032,False,Not Available,US
1271manzanita dr,CA,Hollister,95023,False,Not Available,US
77 New Lawn Ave,NJ,Kearny,07032,False,2217,US
707 S M St,FL,Lake Worth,33460,False,4917,US
3510 W Avenida Vera Cruz,AZ,Tucson,85746,False,7977,US
7 Moss Avenue,CA,Oakland,94610,False,Not Available,US
816 w 156 th street,CA,Compton,90220,False,Not Available,US
3515 Fm 798,TX,Kenedy,78119,False,4454,US
20221 SW 111th Ave,FL,Cutler Bay,33189,False,1113,US
18228 Clear Brook Cir,FL,Boca Raton,33498,False,1945,US
5415 McCracken Rd,TX,Houston,77032,False,4308,US
6672 Peachtree Industrial Blvd,GA,Atlanta,30360,False,2155,US
386 New Chapel Hill Road,LA,West Monroe,71291,False,Not Available,US
4900 W Norfolk Rd,VA,Portsmouth,23703,False,2128,US
54 Stone St,NJ,Newark,07104,False,2518,US
2006 Quail run,GA,Lawrenceville,30044,False,Not Available,US
1706 leclaire st,IA,Davenport,52803,False,Not Available,US
3753 W Surrey Ave,AZ,Phoenix,85029,False,1122,US
6607 Starstreak Drive,TX,Austin,78745,False,Not Available,US
41 Lupine Valley Ct,CA,Brisbane,94005,False,1267,US
5 Barbara Ln,NJ,Oakhurst,07755,False,1218,US
265 S Western Ave Unit 74016,CA,Los Angeles,90004,False,Not Available,US
60394 Latham Trl,CA,Joshua Tree,92252,False,2813,US
2480 Rue Denise,CA,La Jolla,92037,False,Not Available,US
1215 East West Highway #1504,MD,Silver Spring,20910,True,Not Available,US
1635 Crusoe Drive,OH,Columbus,43235,False,Not Available,US
113 Brandon Street,IA,Kingsley,51028,False,Not Available,US
233 Oakwood Dr,KY,Jackson,41339,False,9415,US
941 W 875 S,UT,Lehi,84043,False,5958,US
3911 S 900 W,UT,Riverdale,84405,False,Not Available,US
868 seven gables circle se,FL,Palm Bay,32909,False,Not Available,US
620 Lynn Ave,IA,Ames,50014,False,Not Available,US
1930 E Pershing Ave,CA,Visalia,93292,False,Not Available,US
1114 Branigin Creek Ct,IN,Franklin,46131,False,Not Available,US
7106 Windmill Creek Road,SC,Charleston,29414,False,Not Available,US
3912 Mount View Ave,WI,Weston,54476,False,6431,US
27127 Coral Springs Drive,FL,Wesley Chapel,33544,False,Not Available,US
17526 W Lisbon Ln,AZ,Surprise,85388,False,Not Available,US
9252 Belmont Place,OH,Pickerington,43147,False,Not Available,US
1065 Shadowmoss Cir,FL,Lake Mary,32746,False,Not Available,US
23 Woodfield Rd,NJ,Andover,7821,True,Not Available,US
17028 Ventura Blvd,CA,Encino,91316,False,4127,US
609 Queen Charlottes Ct,NC,Charlotte,28211,True,2090,US
170 Reginald Dr,VA,Martinsville,24112,False,8055,US
509 Chauncey St,NY,Brooklyn,11233,False,2558,US
526 N 2nd St,NC,Wilmington,28401,False,3364,US
3614 Navajo Drive,TN,Chattanooga,37411,False,Not Available,US
2746 N Springtime Way,ID,Meridian,83646,False,Not Available,US
233 E Ingram St 870310795,AR,Camden,71701,False,7107,US
1708 country lane,NJ,Ewing,8628,False,Not Available,US
629 Loop Dr,OK,Sand Springs,74063,False,6168,US
908 Comal St,TX,Coleman,76834,False,9500,US
2317 Macarthur Lane,KY,Newport,41071,False,Not Available,US
50 Sirius Court,NJ,Sewell,8080,False,Not Available,US
361 Eastside Dr,GA,Thomaston,30286,False,4440,US
4703 Still Pl,VA,Woodbridge,22193,False,3012,US
24346 Vargas,MI,Mattawan,49071,False,8890,US
10101 Forum Park Dr. Apt. 1077,TX,Houston,77036,False,Not Available,US
505 Mountain Stone Way,VA,Chesapeake,23320,False,Not Available,US
550 Kearny street,CA,San Francisco,94108,True,Not Available,US
364 Knollcrest Dr,NC,Pinnacle,27043,False,8264,US
72 Anchorage Rd,RI,Warwick,02889,False,2904,US
1148 Lady Victoria Way,VA,Virginia Beach,23464,True,Not Available,US
3510 S State Highway 34,TX,Scurry,75158,False,Not Available,US
610 County Road 104,AL,Cedar Bluff,35959,False,3501,US
22397 Lakeway Dr,TX,Spring,77373,True,7579,US
2915 Red Hill Ave Ste F204,CA,Costa Mesa,92626,False,7986,US
6 Parkhurst Ln,TN,Pleasant Shade,37145,False,3272,US
144 Buck Dr,VA,Gum Spring,23065,False,2199,US
629 Tundra Dr,TX,Harker Heights,76548,False,2586,US
326 S St Rd 2,IN,Hebron,46341,False,Not Available,US
806 Warren Rd,MD,Cockeysville,21030,False,Not Available,US
14506 S Brougham Dr,KS,Olathe,66062,False,4811,US
11118 Harbert Rd Please Get Signature For Packages,NC,Huntersville,28078,False,5441,US
4111 South 37th Street,NE,Lincoln,68506,False,Not Available,US
6665 West Park Ave,MO,St. Louis,63139,True,Not Available,US
1323 Black Oak Dr,TX,Carrollton,75007,False,1025,US
4805 Eck Rd,OH,Middletown,45042,False,1609,US
15030 Stransbury Ct,IN,Granger,46530,False,Not Available,US
3123 W Maritana Dr,FL,St Pete Beach,33706,False,4041,US
206 Naramore Dr,NY,Batavia,14020,False,1775,US
10939 E Passion Flower Ln,AZ,Tucson,85747,False,9645,US
75 Lakeland Way,OH,Aurora,44202,False,Not Available,US
8103 Pointer Ln,VA,Manassas,20109,False,8133,US
11619 Laneview Dr,TX,Houston,77070,False,2510,US
7609 Velvet Antler Trail,TX,Arlingon,76002,False,Not Available,US
469 N 1st St,TX,Point,75472,False,5529,US
941 West Carson Street,CA,Torrance,90502,True,Not Available,US
182 tudo road,NY,mexico,13114,False,Not Available,US
4159 Arrow Lane,FL,Sarasota,34232,False,Not Available,US
3398 Curtis Dr,MD,Suitland,20746,False,2601,US
808 w Lee,TX,Kingsville,78363,False,Not Available,US
6104 Circleview Dr,TX,North Richland Hills,76180,True,8078,US
2315 Cross Street,VA,Chesapeake,23323,False,Not Available,US
1612 W Granville Ave Apt 1S,IL,Chicago,60660,False,1232,US
10216 Birdie St,AR,Dardanelle,72834,False,8799,US
13508 S Cervina Way,UT,Riverton,84065,False,6867,US
9998 Viola Rd,KS,Altoona,66710,False,8653,US
10 Tappan St,MA,Haverhill,01830,False,2843,US
2002 Pinewood Ter,NC,Fayetteville,28304,False,0415,US
2410 Elizabeth,MI,Niles,49120,False,Not Available,US
437 Woodland Ave,NJ,Avon by the Sea,07717,False,1140,US
21500 Park Row Drive,TX,Katy,77449,False,Not Available,US
525 South St,MA,Holbrook,02343,False,1309,US
12 Oakwood Ln,NJ,Rumson,07760,False,1309,US
4601 Montano road alb nm,NM,Albuquerque,87120,False,Not Available,US
16992 Whiteside Rd,OH,Mount Sterling,43143,False,9529,US
209 W San Antonio Dr,CA,Long Beach,90807,False,3245,US
115 S State St,MI,Paw Paw,49079,False,1261,US
854 Highland Road,MN,Windom,56101,False,Not Available,US
104 East McElroy Road,OK,Stillwater,74075,False,Not Available,US
73820 True Road,MI,Armada,48005,False,Not Available,US
163 Invitational Dr,MI,Gaylord,49735,False,Not Available,US
2350 Bagby St.,TX,Houston,77006,False,Not Available,US
240 Lott Avenue,NY,Brooklyn,11212,False,Not Available,US
124 County Road 4254,AR,Jonesboro,72404,False,Not Available,US
25042 Lake Road,OH,Bay Village,44140,False,Not Available,US
1046 Grandview Dr,IA,Clinton,52732,False,6250,US
14113 Gordon Rd,TX,Winnie,77665,False,9287,US
401 Grace Ave,IA,Urbana,52345,False,9122,US
31 Mayson Ave NE,GA,Atlanta,30317,False,Not Available,US
4301 NW 21st Ter,FL,Gainesville,32605,False,Not Available,US
150 Regina Dr,CT,East Windsor,06088,False,9759,US
112 Poland Rd,OH,New Springfield,44443,False,9601,US
18701 Northeast 3rd Court,FL,Miami,33319,True,Not Available,US
63 Eagons Rd,TX,Angleton,77515,False,7852,US
130 Queensberry Ct,NC,Greensboro,27405,False,4899,US
434 Beechwood Dr,MI,Adrian,49221,False,Not Available,US
998 Highway 28 W,MS,Soso,39480,False,5082,US
15303 Mount Eagle St,TX,San Antonio,78232,False,4027,US
227 Paradise Woods Ct,FL,Davenport,33896,False,8194,US
5010 Overlook Pointe,PA,Douglassville,19518,False,9402,US
2831 Braemore Pl,GA,Powder Springs,30127,False,1759,US
2319 Majestic Eagle CircleMaj,FL,Clermont,34714,False,Not Available,US
5952 Meadowood Ct,CA,Chino Hills,91709,False,3256,US
3767 Crooked Run Road,VA,Mount Jackson,22842,False,Not Available,US
3145 S Airport Rd,MI,Bridgeport,48722,False,9528,US
102 clinton avenue,SC,Clover,29710,False,Not Available,US
27 Hanson Rd,MA,CHARLTON,01507,False,1529,US
24 Abbott St,NY,Hoosick Falls,12090,False,1343,US
7093 Springgrove Ct,GA,Austell,30168,False,6327,US
948 Painter Ln,NJ,Manahawkin,08050,False,2109,US
405 E Wilson St,NC,Elm City,27822,False,8722,US
19060 Garnet Way,CA,Walnut,91789,False,4730,US
513 N 6th St,IL,Watseka,60970,False,1419,US
1139 W 57th St,IA,Davenport,52806,False,1867,US
57 Joppa Rd,NH,Merrimack,03054,False,3113,US
6235 Brownlee Drive,TN,Nashville,37205,False,Not Available,US
20526 DOUBLE MEADOWS DR,TX,CYPRESS,77433,False,Not Available,US
120 Uno Circle,MS,Pearl,39208,False,Not Available,US
528 Young Road,GA,Chatsworth,30705,False,Not Available,US
2675 S Nellis blvd #1160,NV,Las vegas,89121,False,Not Available,US
4530 Idlewood Park,GA,Lithonia,30038,False,6249,US
15073 Northrup Cuevas Rd,MS,Gulfport,39503,False,8213,US
39860 Saint Honore Dr,CA,Murrieta,92563,False,Not Available,US
1285 York Ln,OH,Troy,45373,False,2411,US
20911 Rockhill,MI,MACOMB,48044,False,Not Available,US
121 Minson Ln,PA,Butler,16001,False,9793,US
1624 Highway 48 South,TN,Dickson,37055,False,Not Available,US
2115 Princeton St,MT,Butte,59701,False,6123,US
119 Chapel Ave,NY,East Patchogue,11772,False,5788,US
11032 Dempsey Avenue,CA,Los Angeles,91344,False,Not Available,US
8315 N Warwick Ct,MI,Ypsilanti,48198,False,8406,US
921 S Elm St,MN,Belle Plaine,56011,False,3301,US
3602 Architect Ave,MN,Minneapolis,55418,False,1208,US
3214 18th Ave S,WA,Seattle,98144,False,Not Available,US
250 Meadowsweet Dr,PA,State College,16801,False,7299,US
6487 Stevens Rd,NY,Hamburg,14075,False,Not Available,US
1 Grenoble Ct,NJ,Matawan,07747,False,9651,US
8320 Lochard Rd.,OH,Sidney,45365,False,Not Available,US
6960 Michael Dr,OH,Cincinnati,45243,False,2026,US
5193 Peachtree Blvd,GA,Chamblee,30341,False,3156,US
4970 S US HWY 27,IN,Portland,47371,False,Not Available,US
5407 Woodville Rd,OH,Northwood,43619,False,2207,US
2803 Gilley Dr,AL,Moody,35004,False,3313,US
835 Crest Dr,NE,Papillion,68046,False,2957,US
10617 Crawford Farms Drive,TX,Keller,76244,False,Not Available,US
6210 Cushing Street,VA,Suffolk,23435,False,Not Available,US
1225 Chippewa St,MI,Flint,48503,False,1531,US
5017 Beckwyck Drive,NC,fuquay Varina,27526,False,Not Available,US
309 Freeman Ave,IA,Audubon,50025,False,1006,US
7984 Heather Court,IN,Brownsburg,46112,False,Not Available,US
27748 Pine Hills Ave,CA,Canyon Country,91351,False,Not Available,US
4418 Chestnut Street,PA,Philadelphia,19104,False,Not Available,US
3310 Cascade Rd,NC,Lincolnton,28092,False,9507,US
122 Remington Dr,NC,Raeford,28376,False,Not Available,US
13269 Deron Avenue,CA,San Diego,92129,False,Not Available,US
682 Gunshoot Rd,MS,Steens,39766,False,9567,US
538 Wyanoke Ave,MD,Baltimore,21239,False,Not Available,US
1548 Ninevah Rd,KY,Lawrenceburg,40342,False,9688,US
21424 Belle Meade Farm Rd,VA,Culpeper,22701,False,Not Available,US
201 N Grant St Apt 2B,IL,Martinsville,62442,False,1007,US
7321 Aspire Court,NV,Las Vegas,89113,False,Not Available,US
3425 N Summit St,WI,Grand chute,54914,False,1404,US
210 Northmoor Pl,IL,East Alton,62024,False,Not Available,US
315 Woodland Rd,CA,Paso Robles,93446,False,9654,US
4323 Ashburner St,PA,Philadelphia,19136,False,2804,US
3550 Lebon Drive,CA,San Diego,92122,False,Not Available,US
733 Santa Gertrudis Dr,NC,Clayton,27520,False,3445,US
3646 Beach Dr E,WA,Port Orchard,98366,False,8118,US
16605 Old Cabin Pl,MD,Accokeek,20607,False,3301,US
4759 Quarton Rd,MI,Bloomfield Hills,48301,False,1028,US
3686 Ludgate Rd,OH,Cleveland,44120,False,5068,US
2788 Lakeland Hwy,GA,Valdosta,31605,False,4302,US
4408 Sunset Ridge Dr,IL,Plainfield,60586,False,6213,US
2194 University Pkwy,LA,Leesville,71446,False,5016,US
8009 Maie Ave,CA,Los Angeles,90001,False,3411,US
928 Nandina Ct NE,OR,Keizer,97303,False,3407,US
1205 s 1st,TX,Diboll,75941,False,Not Available,US
4631 Cypress Landing Ln,FL,Saint Cloud,34772,False,7224,US
6735 Fantacy Ln,OK,Tulsa,74131,False,4001,US
301 Casey Drive,GA,Pooler,31322,False,Not Available,US
7090 Highpointe Pl W,AL,Daphne,36527,True,3130,US
16707 Ne 5th Street,WA,Vancouver,98684,False,Not Available,US
121 Rosebud Ln,TN,Johnson City,37615,True,3201,US
7567 desertscape ave,NV,las vegas,89178,False,Not Available,US
13326 Canton Cliff Ct,TX,Humble,77346,False,3839,US
2194 N Fire Opal Ave,ID,Kuna,83634,False,2004,US
10425 Oxford Mill Cir,GA,Alpharetta,30022,False,6317,US
135 High St,VT,Barton,05822,False,9414,US
2012 Oakdale Rd,MS,McComb,39648,False,8225,US
8257 129th Ln N,FL,Seminole,33776,False,3202,US
228 Horsemint Way,TX,San Marcos,78666,False,3468,US
3314 Heatherstone Dr,OH,Troy,45373,False,4488,US
4415 DELOR ST,MO,SAINT LOUIS,63116,False,Not Available,US
29 Wells Fleet Way,PA,Media,19063,False,4324,US
10301 Falls Mill Dr,NC,Raleigh,27614,False,6432,US
120 Seward St,MI,Detroit,48202,False,Not Available,US
713 Hilda St,LA,Morgan City,70380,False,2732,US
171 Abear Ln,LA,Downsville,71234,False,3065,US
5954 Swoffield Dr,FL,Orlando,32812,False,1650,US
1614 Garden Avenue,IA,Waterloo,50701,False,Not Available,US
11629 1/2 Gateway Blvd,CA,Los Angeles,90064,False,2884,US
22531 Armstrong tr 312,VA,Ashburn,20148,False,Not Available,US
9 Mallard Ln,NJ,Bedminster,07921,False,2012,US
8902 Highway Ff,MO,Mountain Grove,65711,False,2053,US
201 E 4th St,MO,Stover,65078,False,0986,US
775 S Webster St,IL,Decatur,62521,False,2672,US
1409 Teal Court,MN,Buffalo,55313,False,Not Available,US
8165 MAPLE DR,CO,LITTLETON,80125,False,Not Available,US
101 N Holly Ave Apt 305,SD,Sioux Falls,57104,False,5833,US
2404 S. Santa Fe Ave #106,OK,Moore,73160,False,Not Available,US
10206 Seatonville Rd.,KY,Louisville,40291,False,Not Available,US
18411 Kimball Ave,IL,Homewood,60430,False,2755,US
4627 Southcrest Drive,KY,Louisville,40215,False,Not Available,US
3939 Murray Ave,PA,Pittsburgh,15217,False,2728,US
232 Farmhouse Lane,MD,Lothian,20711,False,Not Available,US
6233 tanager drive,KY,Burlington,41005,False,Not Available,US
3223 Cypress Ave,MO,Kansas City,64128,False,2106,US
3401 SW Carter Rd,AR,Bentonville,72713,False,5002,US
501 Lawndale Dr SE,IA,Cedar Rapids,52403,False,Not Available,US
12110 main st,MD,Libertytown,21762,False,Not Available,US
50 E 10th St,AL,Luverne,36049,False,2057,US
64 East Ave,MA,Whitman,02382,False,1925,US
106 Paisley Court,MT,Bozeman,59715,False,Not Available,US
6108 Roberts Rd,TN,Corryton,37721,False,4321,US
2148 Walnut Square Dr,TX,Plano,75025,False,3099,US
5775 Kemble Ave,PA,Philadelphia,19141,False,1208,US
112 Cyndee Cir,GA,Augusta,30907,False,1326,US
713 Indigo Run Dr,TX,Bulverde,78163,True,3197,US
12134 Parsons Rd,TX,Manor,78653,False,5221,US
106 E. SHADY GROVE,TX,GRAND PRAIRIE,75050,False,Not Available,US
10262 Mission Crk,TX,Converse,78109,False,1680,US
11028 Belmont Run Ln,NC,Charlotte,28213,False,2170,US
1001 Hendrix Road,NC,Raeford,28376,False,Not Available,US
1016 Jackson St.,PA,Philadelphia,19148,False,Not Available,US
114 Normandy Dr,MD,Silver Spring,20901,False,3033,US
230 Luckett st,TX,Fentress,78622,False,0221,US
144 Crystal Ridge Cir,GA,Byron,31008,False,3645,US
684 N Skeenah Rd,NC,Franklin,28734,False,Not Available,US
6690 Highway 131,TN,Washburn,37888,False,4076,US
4575 Kensington Drive,CA,San Diego,92116,False,Not Available,US
7041 Buist Ave,PA,Philadelphia,19142,False,1720,US
4840 Bacon School Road,MI,saint joe,49085,False,Not Available,US
7215 Blue Falls Circle,NV,Reno,89511,False,Not Available,US
67 Honor Ct,MO,Lake Saint Louis,63367,False,6479,US
106 Chatham Ct,TN,La Vergne,37086,False,3310,US
80 Saw Mill Dr,CT,Wallingford,06492,False,5037,US
31364 royal oaks dr,CA,Temecula,92591,False,Not Available,US
208 Thayer St,MA,Millville,01529,False,1618,US
2340 Southwest 32 Place,FL,Gainesville,32608,False,Not Available,US
18628 mescalero street,CA,Rowland Heights,91748,False,Not Available,US
3457 w 53 pl,IL,Chicago,60632,False,Not Available,US
132 Lynn Loop,TX,Laredo,78045,False,8579,US
8000 PENNY LN,FL,FORT PIERCE,34951,False,Not Available,US
1504 Flagstone Ln,TX,Little Elm,75068,False,6409,US
1108 NW 102nd St,FL,Miami,33150,False,1347,US
2361 Cambridge St,CA,Sacramento,95815,False,3117,US
2280 Loring Pl N Apt 2A,NY,Bronx,10468,False,5836,US
2642 W Lincoln Ave,CA,Anaheim,92801,False,7324,US
2234 W Arlington St,CA,Long Beach,90810,False,2004,US
6800 Arapaho Rd,TX,Dallas,75248,False,4001,US
3462 Hoover St,CA,Redwood City,94063,False,4349,US
500 NW 11th St,TX,Andrews,79714,False,4707,US
1725 E Beautiful Ln,AZ,Phoenix,85042,False,6864,US
425 North First Avenue,CA,Arcadia,91006,False,Not Available,US
5813 West Valley Circle,TX,El Paso,79932,False,Not Available,US
925 Willow Crest Drive,TX,Midlothian,76065,False,Not Available,US
1952 H ST SE,WA,Auburn,98002,False,Not Available,US
1512 Lauren Dr,CA,Petaluma,94954,False,Not Available,US
8326 Glen Breeze,TX,San Antonio,78239,False,3012,US
92 sullivan ave,MA,Lawrence,1843,False,Not Available,US
6401 Warner Ave,CA,Huntington Beach,92647,False,5196,US
598 Lone Rider Path,SC,Duncan,29334,False,8106,US
227 N 21st St,CA,El Centro,92243,False,5509,US
7227 Exeter St,CA,Paramount,90723,False,3301,US
1332 E Thackery Ave,CA,West Covina,91790,False,Not Available,US
2608 Bloomdale St,CA,Duarte,91010,False,2203,US
170 Garden Ave,NJ,Belleville,07109,False,1769,US
2043 Joan Dr,TX,Dallas,75217,False,1495,US
115 N. Sloan Ave Apt B,CA,COMPTON,90221,False,Not Available,US
1274 Dorian Ct,CA,Upland,91786,False,3434,US
9 Millo Place,NJ,Little Ferry,7643,False,Not Available,US
17199 W Toronto Way,AZ,Goodyear,85338,False,1829,US
24810 Sandusky Dr,TX,Tomball,77375,False,5642,US
12973 Magnolia Creek Trl,IN,Fort Wayne,46814,False,5502,US
2472 Grand Avenue apt 3b,NY,Bronx,10468,False,Not Available,US
1102 Hampshire Ln,TX,Cedar Hill,75104,False,Not Available,US
18836 Spanish Oak Ct,TX,Flint,75762,False,Not Available,US
6938 Exeter Park Pl,FL,Apollo Beach,33572,False,1523,US
8821 Granby St,VA,Norfolk,23503,False,4829,US
4357E 53 Rd St maywood CA,CA,Maywood,90270,False,Not Available,US
7951 Crowndale ave,CA,Whittier,90606,False,Not Available,US
8969 Meadowview Dr,IL,Orland Hills,60487,False,Not Available,US
887 Muirwood Village Dr,OH,Columbus,43228,False,6239,US
9 Hawthorne Hill Rd,NJ,Sussex,7461,True,Not Available,US
37848 28th St E,CA,Palmdale,93550,False,5520,US
624 Dicks Street,MS,Waveland,39576,False,Not Available,US
1609 8th Ave NW,MN,Austin,55912,False,1405,US
71 Keats Drive,NY,New Windsor,12553,False,Not Available,US
7708 Creswell Rd,LA,Shreveport,71106,False,6006,US
2350 NW 54th St,FL,Miami,33142,True,Not Available,US
940 regal rd,CA,Berkeley,94708,False,Not Available,US
4621 Mill Village Road,NC,Raleigh,27612,False,Not Available,US
5847 Southpointe Ln,KY,Covington,41015,False,Not Available,US
2025 Magna Ln,NC,Indian Trail,28079,False,4208,US
6106 South Place De Metz,AZ,Tucson,85746,False,Not Available,US
1315 Ivy Ln,IL,Naperville,60563,False,4101,US
