,inputs.city,inputs.country,inputs.post_code,inputs.post_code_extension,inputs.safety_flag,inputs.state,inputs.street,attomdata_attom_id.row_id,attomdata_attom_id.client_id,attomdata_attom_id.attom_id,attomdata_attom_id.is_hit,attomdata_attom_id.error
3547,Stover,US,65078,0986,False,MO,201 E 4th St,3547,,,False,
3548,Decatur,US,62521,2672,False,IL,775 S Webster St,3548,,293336960,True,
3549,Buffalo,US,55313,Not Available,False,MN,1409 Teal Court,3549,,198869710,True,
3550,LITTLETON,US,80125,Not Available,False,CO,8165 MAPLE DR,3550,,13260201,True,
3551,Sioux Falls,US,57104,5833,False,SD,101 N Holly Ave Apt 305,3551,,,False,
3552,Moore,US,73160,Not Available,False,OK,2404 S. Santa Fe Ave #106,3552,,,False,
3553,Louisville,US,40291,Not Available,False,KY,10206 Seatonville Rd.,3553,,34305179,True,
3554,Homewood,US,60430,2755,False,IL,18411 Kimball Ave,3554,,,False,
3555,Louisville,US,40215,Not Available,False,KY,4627 Southcrest Drive,3555,,34310912,True,
3556,Pittsburgh,US,15217,2728,False,PA,3939 Murray Ave,3556,,,False,
3557,Lothian,US,20711,Not Available,False,MD,232 Farmhouse Lane,3557,,188684142,True,
3558,Burlington,US,41005,Not Available,False,KY,6233 tanager drive,3558,,,False,
3559,Kansas City,US,64128,2106,False,MO,3223 Cypress Ave,3559,,52466648,True,
3560,Bentonville,US,72713,5002,False,AR,3401 SW Carter Rd,3560,,325835198,True,
3561,Cedar Rapids,US,52403,Not Available,False,IA,501 Lawndale Dr SE,3561,,188085638,True,
3562,Libertytown,US,21762,Not Available,False,MD,12110 main st,3562,,,False,
3563,Luverne,US,36049,2057,False,AL,50 E 10th St,3563,,,False,
3564,Whitman,US,2382,1925,False,MA,64 East Ave,3564,,189365768,True,
3565,Bozeman,US,59715,Not Available,False,MT,106 Paisley Court,3565,,,False,
3566,Corryton,US,37721,4321,False,TN,6108 Roberts Rd,3566,,144802851,True,
3567,Plano,US,75025,3099,False,TX,2148 Walnut Square Dr,3567,,34472304,True,
3568,Philadelphia,US,19141,1208,False,PA,5775 Kemble Ave,3568,,148014262,True,
3569,Augusta,US,30907,1326,False,GA,112 Cyndee Cir,3569,,20364274,True,
3570,Bulverde,US,78163,3197,True,TX,713 Indigo Run Dr,3570,,33458400,True,
3571,Manor,US,78653,5221,False,TX,12134 Parsons Rd,3571,,167499482,True,
3572,GRAND PRAIRIE,US,75050,Not Available,False,TX,106 E. SHADY GROVE,3572,,10253357,True,
3573,Converse,US,78109,1680,False,TX,10262 Mission Crk,3573,,8755586,True,
3574,Charlotte,US,28213,2170,False,NC,11028 Belmont Run Ln,3574,,177564683,True,
3575,Raeford,US,28376,Not Available,False,NC,1001 Hendrix Road,3575,,303271889,True,
3576,Philadelphia,US,19148,Not Available,False,PA,1016 Jackson St.,3576,,178914046,True,
3577,Silver Spring,US,20901,3033,False,MD,114 Normandy Dr,3577,,193130480,True,
3578,Fentress,US,78622,0221,False,TX,230 Luckett st,3578,,,False,
3579,Byron,US,31008,3645,False,GA,144 Crystal Ridge Cir,3579,,171703237,True,
3580,Franklin,US,28734,Not Available,False,NC,684 N Skeenah Rd,3580,,244424649,True,
3581,Washburn,US,37888,4076,False,TN,6690 Highway 131,3581,,,False,
3582,San Diego,US,92116,Not Available,False,CA,4575 Kensington Drive,3582,,156843112,True,
3583,Philadelphia,US,19142,1720,False,PA,7041 Buist Ave,3583,,26531,True,
3584,saint joe,US,49085,Not Available,False,MI,4840 Bacon School Road,3584,,,False,
3585,Reno,US,89511,Not Available,False,NV,7215 Blue Falls Circle,3585,,,False,
3586,Lake Saint Louis,US,63367,6479,False,MO,67 Honor Ct,3586,,196984487,True,
3587,La Vergne,US,37086,3310,False,TN,106 Chatham Ct,3587,,146584907,True,
3588,Wallingford,US,6492,5037,False,CT,80 Saw Mill Dr,3588,,201289022,True,
3589,Temecula,US,92591,Not Available,False,CA,31364 royal oaks dr,3589,,7749550,True,
3590,Millville,US,1529,1618,False,MA,208 Thayer St,3590,,11305334,True,
3591,Gainesville,US,32608,Not Available,False,FL,2340 Southwest 32 Place,3591,,,False,
3592,Rowland Heights,US,91748,Not Available,False,CA,18628 mescalero street,3592,,154951739,True,
3593,Chicago,US,60632,Not Available,False,IL,3457 w 53 pl,3593,,38885315,True,
3594,Laredo,US,78045,8579,False,TX,132 Lynn Loop,3594,,33856178,True,
3595,FORT PIERCE,US,34951,Not Available,False,FL,8000 PENNY LN,3595,,2670690,True,
3596,Little Elm,US,75068,6409,False,TX,1504 Flagstone Ln,3596,,44389562,True,
3597,Miami,US,33150,1347,False,FL,1108 NW 102nd St,3597,,4338633,True,
3598,Sacramento,US,95815,3117,False,CA,2361 Cambridge St,3598,,18621138,True,
3599,Bronx,US,10468,5836,False,NY,2280 Loring Pl N Apt 2A,3599,,,False,
3600,Anaheim,US,92801,7324,False,CA,2642 W Lincoln Ave,3600,,157728830,True,
3601,Long Beach,US,90810,2004,False,CA,2234 W Arlington St,3601,,16573929,True,
3602,Dallas,US,75248,4001,False,TX,6800 Arapaho Rd,3602,,165209912,True,
3603,Redwood City,US,94063,4349,False,CA,3462 Hoover St,3603,,51151470,True,
3604,Andrews,US,79714,4707,False,TX,500 NW 11th St,3604,,236082602,True,
3605,Phoenix,US,85042,6864,False,AZ,1725 E Beautiful Ln,3605,,18722165,True,
3606,Arcadia,US,91006,Not Available,False,CA,425 North First Avenue,3606,,154803128,True,
3607,El Paso,US,79932,Not Available,False,TX,5813 West Valley Circle,3607,,,False,
3608,Midlothian,US,76065,Not Available,False,TX,925 Willow Crest Drive,3608,,23682079,True,
3609,Auburn,US,98002,Not Available,False,WA,1952 H ST SE,3609,,3995867,True,
3610,Petaluma,US,94954,Not Available,False,CA,1512 Lauren Dr,3610,,17949889,True,
3611,San Antonio,US,78239,3012,False,TX,8326 Glen Breeze,3611,,10437236,True,
3612,Lawrence,US,1843,Not Available,False,MA,92 sullivan ave,3612,,,False,
3613,Huntington Beach,US,92647,5196,False,CA,6401 Warner Ave,3613,,155694993,True,
3614,Duncan,US,29334,8106,False,SC,598 Lone Rider Path,3614,,320942928,True,
3615,El Centro,US,92243,5509,False,CA,227 N 21st St,3615,,52120383,True,
3616,Paramount,US,90723,3301,False,CA,7227 Exeter St,3616,,29971121,True,
3617,West Covina,US,91790,Not Available,False,CA,1332 E Thackery Ave,3617,,154734168,True,
3618,Duarte,US,91010,2203,False,CA,2608 Bloomdale St,3618,,53644385,True,
3619,Belleville,US,7109,1769,False,NJ,170 Garden Ave,3619,,16489644,True,
3620,Dallas,US,75217,1495,False,TX,2043 Joan Dr,3620,,25994707,True,
3621,COMPTON,US,90221,Not Available,False,CA,115 N. Sloan Ave Apt B,3621,,,False,
3622,Upland,US,91786,3434,False,CA,1274 Dorian Ct,3622,,313721,True,
3623,Little Ferry,US,7643,Not Available,False,NJ,9 Millo Place,3623,,50449175,True,
3624,Goodyear,US,85338,1829,False,AZ,17199 W Toronto Way,3624,,159129941,True,
3625,Tomball,US,77375,5642,False,TX,24810 Sandusky Dr,3625,,34023451,True,
3626,Fort Wayne,US,46814,5502,False,IN,12973 Magnolia Creek Trl,3626,,,False,
3627,Bronx,US,10468,Not Available,False,NY,2472 Grand Avenue apt 3b,3627,,,False,
3628,Cedar Hill,US,75104,Not Available,False,TX,1102 Hampshire Ln,3628,,140148833,True,
3629,Flint,US,75762,Not Available,False,TX,18836 Spanish Oak Ct,3629,,253009483,True,
3630,Apollo Beach,US,33572,1523,False,FL,6938 Exeter Park Pl,3630,,43481517,True,
3631,Norfolk,US,23503,4829,False,VA,8821 Granby St,3631,,202988115,True,
3632,Maywood,US,90270,Not Available,False,CA,4357E 53 Rd St maywood CA,3632,,25212636,True,
3633,Whittier,US,90606,Not Available,False,CA,7951 Crowndale ave,3633,,147643083,True,
3634,Orland Hills,US,60487,Not Available,False,IL,8969 Meadowview Dr,3634,,31869066,True,
3635,Columbus,US,43228,6239,False,OH,887 Muirwood Village Dr,3635,,,False,
3636,Sussex,US,7461,Not Available,True,NJ,9 Hawthorne Hill Rd,3636,,199596557,True,
3637,Palmdale,US,93550,5520,False,CA,37848 28th St E,3637,,154469556,True,
3638,Waveland,US,39576,Not Available,False,MS,624 Dicks Street,3638,,298498134,True,
3639,Austin,US,55912,1405,False,MN,1609 8th Ave NW,3639,,297993147,True,
3640,New Windsor,US,12553,Not Available,False,NY,71 Keats Drive,3640,,54808324,True,
3641,Shreveport,US,71106,6006,False,LA,7708 Creswell Rd,3641,,187464704,True,
3642,Miami,US,33142,Not Available,True,FL,2350 NW 54th St,3642,,154354121,True,
3643,Berkeley,US,94708,Not Available,False,CA,940 regal rd,3643,,30629615,True,
3644,Raleigh,US,27612,Not Available,False,NC,4621 Mill Village Road,3644,,,False,
3645,Covington,US,41015,Not Available,False,KY,5847 Southpointe Ln,3645,,44951752,True,
3646,Indian Trail,US,28079,4208,False,NC,2025 Magna Ln,3646,,37744161,True,
3647,Tucson,US,85746,Not Available,False,AZ,6106 South Place De Metz,3647,,1217432,True,
3648,Naperville,US,60563,4101,False,IL,1315 Ivy Ln,3648,,,False,
3649,Manchester,US,3101,Not Available,False,NH,37 Brown Avenue,3649,,,False,
3650,Acworth,US,30101,5347,False,GA,5134 Acworth Landing Dr,3650,,219600643,True,
3651,Chowchilla,US,93610,9471,False,CA,17008 Granite Falls Way,3651,,157958565,True,
3652,Columbia,US,29203,6736,False,SC,50 Guernsey Dr,3652,,188559340,True,
3653,Grove City,US,16127,3349,False,PA,133 Pine Rd,3653,,305912286,True,
3654,Atoka,US,38004,Not Available,False,TN,42 Duncan Dr,3654,,10115196,True,
3655,Wentzville,US,63385,Not Available,False,MO,742 Lost Canyon Blvd,3655,,208655467,True,
3656,Troy,US,45373,1012,False,OH,301 Kings Chapel Dr,3656,,11311900,True,
3657,RANCHO SANTA MARGARITA,US,92688,Not Available,True,CA,14 VIA MIRAGE,3657,,51783273,True,
3658,Haleyville,US,35565,6453,False,AL,7696 County Road 32,3658,,,False,
3659,San Antonio,US,78254,5447,False,TX,9110 Dublin Hts,3659,,,False,
3660,Chipley,US,32428,3865,False,FL,3073 Bonnett Pond Rd,3660,,163931444,True,
3661,Arlington,US,76010,Not Available,False,TX,1508 Kent Dr,3661,,166104872,True,
3662,Reedley,US,93654,3920,False,CA,411 W Olson Ave,3662,,157341396,True,
3663,Nashville,US,62263,5815,False,IL,3505 Black Diamond Rd,3663,,293714391,True,
3664,Chicago,US,60608,2621,False,IL,2054 W Cullerton St,3664,,175207664,True,
3665,Glen Burnie,US,21060,Not Available,False,MD,612 Shore Forest Drive,3665,,311714189,True,
3666,New Britain,US,6052,Not Available,False,CT,35 Emmons Pl,3666,,29550860,True,
3667,Matteson,US,60443,1977,False,IL,4617 Ashford Dr,3667,,18736369,True,
3668,Vacaville,US,95687,7825,False,CA,1096 Cinnabar Way,3668,,156165677,True,
3669,East Palatka,US,32131,4075,False,FL,124 Gum Dip Holw,3669,,,False,
3670,Stephens City,US,22655,2655,False,VA,760 Plymouth St,3670,,194928604,True,
3671,MURRELLS INLET,US,29576,7188,False,SC,132 CYPRESS CREEK DR,3671,,146026385,True,
3672,Granada Hills,US,91344,2706,False,CA,16909 Armstead St,3672,,2855379,True,
3673,Oak Park,US,48237,2798,False,MI,21961 Ridgedale St,3673,,140974059,True,
3674,Robinson,US,62454,6404,False,IL,9563 E 1600th Ave,3674,,292784608,True,
3675,Carrollton,US,30117,Not Available,False,GA,625 Tyus Carrollton Road,3675,,,False,
3676,San Jacinto,US,92582,3807,False,CA,124 Mahogany St,3676,,4678161,True,
3677,Edinburgh,US,46124,Not Available,False,IN,7773 State Road 252,3677,,200798887,True,
3678,Arvada,US,80003,Not Available,True,CO,7589 W 72nd Ave,3678,,,False,
3679,Powell,US,43065,Not Available,False,OH,10864 Southwind Dr,3679,,27519638,True,
3680,Evansville,US,47720,Not Available,False,IN,1105 North Craig Avenue,3680,,188754105,True,
3681,Merrillville,US,46410,5932,False,IN,3716 W 92nd Ct,3681,,31878105,True,
3682,Marshall,US,75650,Not Available,False,TX,409 E Main St,3682,,166109369,True,
3683,Colorado springs,US,80903,Not Available,False,CO,913 e uintah st,3683,,24304781,True,
3684,Stanley,US,22851,3502,False,VA,387 Pond Ave,3684,,213215562,True,
3685,Honolulu,US,96817,5345,False,HI,60 N Nimitz Hwy Apt 2708,3685,,,False,
3686,Deepwater,US,64740,9159,False,MO,700 G St,3686,,299632406,True,
3687,GREENSBORO,US,27407,Not Available,False,NC,8 SIDNEY MARIE COURT,3687,,144349535,True,
3688,Fort Leonard Wood,US,65473,9092,False,MO,143 Replacement Ave,3688,,,False,
3689,Groves,US,77619,4308,False,TX,6346 Garner St,3689,,164748863,True,
3690,Arundel,US,4046,Not Available,False,ME,11 Trout Brook Rd,3690,,201098519,True,
3691,Orlando,US,32822,Not Available,False,FL,4512 Nikki Court,3691,,,False,
3692,YAPHANK,US,11980,Not Available,False,NY,120 MILL RD,3692,,140335747,True,
3693,Winlock,US,98596,9105,False,WA,219 Hawkins Rd,3693,,186026960,True,
3694,Lake in the hills,US,60156,Not Available,False,IL,305 cobblestone ct,3694,,148536213,True,
3695,Clayton,US,27520,Not Available,False,NC,191 Bertram Dr,3695,,28410712,True,
3696,Newport News,US,23607,Not Available,False,VA,1709 Chestnut Avenue,3696,,196088838,True,
3697,O Fallon,US,62269,7149,False,IL,1132 Tazewell Dr,3697,,1467790,True,
3698,Chesapeake,US,23321,3257,False,VA,4328 Center Mast Crst,3698,,,False,
3699,Mount Vernon,US,98273,Not Available,False,WA,20584 Skagit City Road,3699,,184875471,True,
3700,Lyons,US,80540,8333,True,CO,787 Rowell Dr,3700,,184459453,True,
3701,Westborough,US,1581,Not Available,False,MA,153 Milk Street,3701,,252833648,True,
3702,Campton Hills,US,60175,Not Available,False,IL,41W853 Woodland Drive,3702,,174967355,True,
3703,Warrenton,US,63383,Not Available,False,MO,21846 Country Life Acres,3703,,300338071,True,
3704,Dearborn,US,49124,Not Available,False,MI,1805 Academy St,3704,,172579653,True,
3705,Benton,US,72019,Not Available,False,AR,6115 Wall Street,3705,,12071853,True,
3706,Franklin Lakes,US,7417,2710,False,NJ,111 Pulis Ave,3706,,141310985,True,
3707,Edison,US,8817,4141,False,NJ,40 Brookville Rd,3707,,48716951,True,
3708,Seattle,US,98178,2868,False,WA,5314 S Wallace St,3708,,460114,True,
3709,Lenexa,US,66220,Not Available,False,KS,18823 W. 99th Street,3709,,54646618,True,
3710,Gretna,US,70056,Not Available,False,LA,806 Sheree Lynn Ct.,3710,,200616455,True,
3711,Westminster,US,92683,Not Available,False,CA,7140 Westminster Blvd,3711,,,False,
3712,Gonzales,US,78629,4205,False,TX,315 Darst St,3712,,,False,
3713,Reno,US,89523,3226,False,NV,1740 Saturno Heights Dr,3713,,1630807,True,
3714,Loganville,US,30052,Not Available,False,GA,1497 Virgil Moon Rd,3714,,171464951,True,
3715,Rancho Viejo,US,78575,Not Available,False,TX,313 Zapata,3715,,166437861,True,
3716,York,US,68467,Not Available,False,NE,945 Parkridge Ct,3716,,210521366,True,
3717,Shelton,US,6484,Not Available,False,CT,13 Millbrook Rd,3717,,197946464,True,
3718,Dunmor,US,42339,Not Available,False,KY,326 Mud River Mine Road,3718,,295564915,True,
3719,Alexandria,US,22302,Not Available,False,VA,1254 Martha Custis Drive,3719,,50966683,True,
3720,COLORADO SPRINGS,US,80927,Not Available,False,CO,9214 Pacific Crest Dr,3720,,,False,
3721,Urbandale,US,50323,2445,False,IA,3919 147th St,3721,,31961672,True,
3722,Raleigh,US,27615,Not Available,False,NC,7803 Stephanie Ln,3722,,176934258,True,
3723,norfolk,US,23507,Not Available,False,VA,1405 Claremont Ave,3723,,186919932,True,
3724,Minneapolis,US,55449,6853,False,MN,3222 92nd Ln NE,3724,,,False,
3725,McHenry,US,60050,Not Available,False,IL,944 Wiltshire Dr,3725,,146747040,True,
3726,Schiller Park,US,60176,Not Available,False,IL,5112 Pearl St,3726,,,False,
3727,Mesa,US,85208,1148,False,AZ,215 S 72nd Pl,3727,,143465388,True,
3728,Lemmon,US,57638,Not Available,False,SD,806 3rd Ave East,3728,,306760450,True,
3729,Palmyra,US,17078,Not Available,False,PA,8 Villa Lane,3729,,213537036,True,
3730,Shadyside,US,43947,1126,False,OH,225 W 40th St,3730,,24911936,True,
3731,Glendale,US,91205,Not Available,False,CA,1523 Rock Glen Avenue #A,3731,,,False,
3732,Pickerington,US,43147,7864,False,OH,13396 Erstcroft Ct,3732,,11347679,True,
3733,Alamo,US,94507,Not Available,False,CA,1470 Danville Boulevard,3733,,,False,
3734,Seattle,US,98122,6819,False,WA,1633 Bellevue Ave,3734,,153738421,True,
3735,Knoxville,US,37932,1619,False,TN,10212 Julie Ln,3735,,200445023,True,
3736,Franklin,US,46131,7384,True,IN,906 N Shore Blvd,3736,,189044221,True,
3737,Norwood,US,30821,4403,False,GA,8499 Atlanta Hwy,3737,,,False,
3738,Floresville,US,78114,Not Available,False,TX,300 FM 1303,3738,,207474799,True,
3739,LANCASTER,US,93535,Not Available,False,CA,3753 E AVE I Space 20,3739,,,False,
3740,Madison,US,35756,4902,False,AL,4186 SW Bilow Rd,3740,,,False,
3741,El Reno,US,73036,Not Available,False,OK,1119 S Macomb Ave,3741,,196631471,True,
3742,Thornton,US,80260,Not Available,False,CO,9785 Lane Street,3742,,9582767,True,
3743,Greenfield,US,46140,8476,False,IN,3424 W Meadowview Dr,3743,,209899357,True,
3744,Amarillo,US,79110,Not Available,False,TX,3803 S Lipscomb,3744,,166396354,True,
3745,Waddell,US,85355,Not Available,False,AZ,18009 W Sunnyslope Ln,3745,,18722173,True,
3746,Tuscaloosa,US,35405,2594,False,AL,3109 11th Ave E,3746,,198869826,True,
3747,New Franken,US,54229,9432,False,WI,4783 N County Road P,3747,,,False,
3748,Hixon,US,37343,Not Available,False,TN,1011 Gadd Road APT 725,3748,,,False,
3749,Columbus,US,31909,Not Available,False,GA,5630 Canterbury drive,3749,,219783222,True,
3750,Calimesa,US,92320,Not Available,False,CA,200 Myrtlewood Dr,3750,,22599793,True,
3751,Charlottesville,US,22901,Not Available,False,VA,1701 Owensville Rd,3751,,191309412,True,
3752,Mystic,US,6355,2576,False,CT,32 Pearl St,3752,,204932929,True,
3753,Rohnert Park,US,94928,Not Available,False,CA,7459 Monet Pl,3753,,43231131,True,
3754,Eastpoint,US,32328,Not Available,False,FL,333 E Gulf Beach Dr Apt 3,3754,,,False,
3755,Roanoke,US,24014,Not Available,False,VA,2717 Sample Ave,3755,,194208279,True,
3756,Oakland,US,94618,Not Available,False,CA,6047 Buena Vista Ave,3756,,40164982,True,
3757,Elnora,US,47529,5001,False,IN,16058 N State Road 57,3757,,215666716,True,
3758,Mechanicsville,US,23116,Not Available,False,VA,9150 Jump Cir,3758,,152408545,True,
3759,Bucyrus,US,44820,Not Available,False,OH,3351 Peterman Road,3759,,304282863,True,
3760,Grand Prairie,US,75050,Not Available,False,TX,2242 Fallbrooke Drive,3760,,252407142,True,
3761,Portsmouth,US,23701,Not Available,False,VA,605 Brunswick rd,3761,,151924681,True,
3762,Pearland,US,77584,5101,False,TX,3122 Springdale Dr,3762,,41517728,True,
3763,Deer Park,US,77536,1846,False,TX,2817 San Marcos Dr,3763,,3514112,True,
3764,Baltimore,US,21228,3670,False,MD,17 Holland Hill Ct,3764,,195727900,True,
3765,Atlanta,US,30341,6129,False,GA,3253 Flowers Rd S,3765,,,False,
3766,Martinez,US,94553,5351,False,CA,1623 Beechwood Dr,3766,,52068947,True,
3767,Houston,US,77065,Not Available,False,TX,11011 Lark Brook Lane,3767,,166853683,True,
3768,Hawkinsville,US,31036,Not Available,False,GA,110 Warren st,3768,,,False,
3769,San Antonio,US,78216,1724,False,TX,1111 Vista Valet,3769,,167356920,True,
3770,Sunbury,US,43074,9698,False,OH,6738 Blue Church Rd,3770,,147123917,True,
3771,Virginia Beach,US,23455,2702,False,VA,4808 S Oliver Dr,3771,,189390274,True,
3772,Princeton,US,75407,5737,False,TX,320 Timbercreek Ct,3772,,10498965,True,
3773,Stuart,US,24171,3903,False,VA,689 Dobyns Church Rd,3773,,,False,
3774,Argillite,US,41121,9105,False,KY,128 Salley Rd,3774,,205787258,True,
3775,Loves Park,US,61111,Not Available,False,IL,6120 ELM AVE,3775,,142482990,True,
3776,Sheldon,US,51201,Not Available,False,IA,724 4th Street,3776,,251096144,True,
3777,Sheridan,US,82801,Not Available,False,WY,263 W 7th street,3777,,310675868,True,
3778,Greenville,US,29609,6900,False,SC,11 Creek View Ct,3778,,36370352,True,
3779,Meridian,US,83646,5592,False,ID,2079 E Summer Dawn Dr,3779,,198017413,True,
3780,Alexandria,US,22312,6339,False,VA,5609 Sheldon Dr,3780,,143869818,True,
3781,DUBLIN,US,94568,Not Available,False,CA,5002 Royal Pine Way,3781,,46073407,True,
3782,Sheridan,US,46069,Not Available,False,IN,109 Arrowhead Street,3782,,31681626,True,
3783,Zebulon,US,27597,2859,False,NC,109 Southland Dr,3783,,11702777,True,
3784,Bolivar,US,65613,3336,False,MO,1210 S Martin St,3784,,300080575,True,
3785,Atlanta,US,30311,Not Available,False,GA,3519 Parc Circle,3785,,,False,
3786,Albuquerque,US,87121,7021,False,NM,8823 Tradewind Rd NW,3786,,190780080,True,
3787,Richmond Hill,US,11418,Not Available,False,NY,12708 89th Avenue,3787,,17913104,True,
3788,Kershaw,US,29067,Not Available,False,SC,508 W Stevens Dr,3788,,153632023,True,
3789,Exton,US,19341,1759,True,PA,209 Concord Ave,3789,,8221710,True,
3790,Cumming,US,30040,Not Available,False,GA,203 highland view dr,3790,,43427663,True,
3791,Johnstown,US,80534,2840,False,CO,3848 Hunterwood Ln,3791,,27989742,True,
3792,Charlotte,US,28262,Not Available,False,NC,9718 Demeter Lane Apt. B,3792,,,False,
3793,parkers prairie,US,56361,Not Available,False,MN,20695 co rd 35 nw,3793,,213326800,True,
3794,Syracuse,US,13031,Not Available,False,NY,802 Woburn Drive,3794,,169643255,True,
